충전소 아이디,충전소명,시도,위도,경도
4538,화지시장,충청남도 논산시 화지동 41-119,36.20836,127.08648
4537,논산시 문화예술회관,충청남도 논산시 내동 279-4,36.19074,127.0947
4077,국방대학교,충청남도 논산시 양촌면 거사리 230,36.178488,127.208956
3700,힐스테이트자이논산,충청남도 논산시 내동 1105,36.181891,127.101681
3634,인터불고코아루아파트,충청남도 논산시 대교동 340,36.21207,127.089494
3633,취암리슈빌아파트,충청남도 논산시 취암동 1081,36.200368,127.095557
3453,논산 농협하나로마트,충청남도 논산시 대학로 48,36.177494,127.102858
2398,강산동신아파트,충청남도 논산시 강산동 645,36.1915805,127.0894153
2235,아주아파트,충청남도 논산시 내동 968,36.1878162,127.0979776
1899,논산제이파크2단지 아파트,충청남도 논산시 내동 272-7,36.189744,127.0975425
1898,논산대림 아파트,충청남도 논산시 부창동 209-4,36.1981428,127.0842611
1507,논산부영 아파트,충청남도 논산시 강산동 643,36.1931323,127.0884431
854,연무기산 아파트,충청남도 논산시 연무읍 동산리 903-17,36.1338589,127.1014779
8094,당진지사(공용),충청남도 당진시 천변2길 123,36.887062,126.6400336
4979,신성대학교,충청남도 당진시 정미면 덕마리 220,36.8534028,126.5955567
4978,당진교육문화스포츠센터,충청남도 당진시 읍내동 219-94,36.8935542,126.6329677
4975,복운3리 공영주차장,충청남도 당진시 송악읍 복운리 1674-1,36.9410822,126.7839198
4974,송악사회복지관,충청남도 당진시 송악읍 중흥리 367,36.9375825,126.7426206
4973,가교2리마을회관,충청남도 당진시 송악읍 가교리 352,36.8735538,126.6946596
4683,당진화력본부 주차장,충청남도 당진시 석문면 교로리 974,37.0569243,126.5097387
4673,당진전력문화홍보관 주차장,충청남도 당진시 석문면 교로리 983-1,37.0539353,126.49665
4243,정미면주민자치센터 주차장,충청남도 당진시 정미면 천의리 289-11,36.8837817,126.5695207
4073,기지시줄다리기박물관,충청남도 당진시 송악읍 기지시리 49-1,36.8960432,126.694986
4072,충청남도 당진교육지원청,충청남도 당진시 대덕동 1807,36.8844959,126.6362355
4071,대호지면사무소,충청남도 당진시 대호지면 조금리 183,36.8999125,126.5039494
3419,농어촌공사 당진지사,충청남도 당진시 읍내동 306-8,36.9008873,126.6360957
3359,송산청광플러스원아파트,충청남도 당진시 송산면 송산로 864-10,36.961899,126.699409
3199,청광플러스원,충청남도 당진시 읍내동 당진중앙2로 184,36.895832,126.63445
3086,솔뫼성지,충청남도 당진시 우강면 송산리 108,36.8191466,126.7845264
3085,삽교호관광지,충청남도 당진시 신평면 삽교천길 90-3 (운정리),36.887295,126.824787
2125,당진농협 하나로마트,충청남도 당진시 대덕동 376-1,36.8849064,126.6483955
1910,원당이안 아파트,충청남도 당진시 원당동 1257,36.905244,126.6441853
1909,당진하늘채,충청남도 당진시 읍내동 1061,36.8920407,126.6407422
1522,채운공원휴먼빌,충청남도 당진시 채운동 1124,36.8913482,126.621079
1520,대덕마을5단지,충청남도 당진시 대덕동 1875,36.8829219,126.644742
1519,당진신평LIG리가 아파트,충청남도 당진시 신평면 금천리 1642,36.8835829,126.777326
1518,당진롯데캐슬 아파트,충청남도 당진시 송악읍 반촌리 987,36.903792,126.6969608
1517,당진1차푸르지오,충청남도 당진시 읍내동 1451,36.8990478,126.625836
620,삼성쉐르빌 아파트,충청남도 당진시 채운동 1117,36.8967348,126.6209352
485,송악e편한세상 아파트,충청남도 당진시 송악읍 가학리 690,36.9051435,126.6951553
442,당진 왜목마을 주차장,충청남도 당진시 석문면 교로리 847-71,37.0447344,126.5244873
45,당진지사,충청남도 당진시 천변2길 123,36.887062,126.6400336
8095,보령지사(공용),충청남도 보령시 옥마로 60,36.337558,126.622671
5078,원산도공영주차장,충청남도 보령시 오천면 원산도리 746-8,36.3692439,126.4266839
5047,남포면사무소 공용전기차 충전시설,충청남도 보령시 남포면 옥서리 326-1,36.30437,126.6050293
4377,농업기술센터,충청남도 보령시 주포면 관산리 432,36.3971888,126.5721388
4371,대천4동행정복지센터,충청남도 보령시 명천동 1115,36.3379759,126.6079464
3255,e편한세상보령아파트,충청남도 보령시 동대동 한내로터리길 170,36.352747,126.617353
487,한전사택1단지,충청남도 보령시 죽정동 658,36.359191,126.600162
486,KOMIPO행복마루,충청남도 보령시 동대동 347-6,36.349021,126.614602
309,보령지사,충청남도 보령시 옥마로 60,36.337558,126.622671
8096,한전 부여지사(공용),충청남도 부여군 부여읍 쌍북리 68-2,36.2832054,126.9304461
4998,부여농협 하나로마트,충청남도 부여군 부여읍 석목리 143-7,36.2840755,126.9314036
4997,구룡면 행정복지센터,충청남도 부여군 구룡면 태양리 85-4,36.2522475,126.8135397
4996,옥산면 행정복지센터,충청남도 부여군 옥산면 안서리 368-1,36.1915599,126.7333349
4995,내산면 행정복지센터,충청남도 부여군 내산면 운치리 452,36.2747775,126.7807072
4994,외산면 행정복지센터,충청남도 부여군 외산면 만수리 5-2,36.303984,126.7046617
4993,규암면 행정복지센터,충청남도 부여군 규암면 규암리 산 12-1,36.2749587,126.8839227
4765,한전 부여지사,충청남도 부여군 부여읍 쌍북리 68-2,36.2832054,126.9304461
4368,부여군 농업기술센터,충청남도 부여군 규암면 노화리 325-54,36.2592955,126.8439454
4367,석성면 주민자치센터,충청남도 부여군 석성면 증산리 1207-1,36.2515222,127.0029014
4231,장암면 행정복지센터,충청남도 부여군 장암면 석동리 658-1,36.2432532,126.8863525
4065,부여읍 행정복지센터,충청남도 부여군 부여읍 동남리 692,36.275517,126.911279
3098,국립부여박물관,충청남도 부여군 부여읍 동남리 산 16-1,36.276712,126.916621
615,무지개 아파트(부여),충청남도 부여군 규암면 흥수로 771-5,36.273122,126.865941
8097,서대전지사(공용),대전광역시 서구 변동중로 39,36.328561,127.372752
5842,대전서부경찰서,대전광역시 서구 복수동 292-14,36.3086364,127.3728622
5791,남선공원 공영주차장,대전광역시 서구 탄방동 1084,36.3483203,127.3990748
5220,대전도시철도공사,대전광역시 서구 월평동 160-20,36.3485946,127.3527357
5219,올림픽기념국민생활관,대전광역시 서구 갈마동 820-1,36.3546495,127.3734871
5053,가장동 공영주차장,대전광역시 서구 가장동 27-1,36.3301871,127.3888744
5052,계룡역 공영주차장,충청남도 계룡시 두마면 두계리 134-1,36.2721137,127.2622567
5051,금암동 주민센터,충청남도 계룡시 금암동 180-1,36.2727463,127.2462801
5050,금암동 공영주차장,충청남도 계룡시 금암동 155-1,36.2732947,127.2542564
5049,대전정수원,대전광역시 서구 정림동 258-13,36.314975,127.3601091
4195,괴정동 공영주차장,대전광역시 서구 괴정동 80-42,36.337478,127.3843194
4194,한민시장 공영주차장,대전광역시 서구 괴정동 88-1,36.3353828,127.3836046
4192,도마큰시장 공영주차장,대전광역시 서구 도마동 136-1,36.3155475,127.3844205
4166,은아아파트 5단지,대전광역시 서구 가수원동 808,36.2986227,127.3554696
3800,대전 KBS,대전광역시 서구 만년동 300,36.3703878,127.3804195
3791,복수동 제2공영주차장,대전광역시 서구 복수동 644,36.299064,127.379711
3280,리가아파트,대전광역시 서구 탄방동 53-1,36.342666,127.388622
3198,무궁화아파트,대전광역시 서구 월평동 223,36.364153,127.377358
2889,도안리슈빌,대전광역시 서구 도안동로 123 (도안동_도안리슈빌),36.315011,127.346086
2838,구봉마을9단지아파트,대전광역시 서구 관저동 1154,36.294629,127.332244
2803,대자연마을아파트,대전광역시 서구 관저동 990,36.306094,127.337764
2743,다온숲3단지아파트,대전광역시 서구 관저동 1584,36.292773,127.337996
2728,샘머리아파트2단지,대전광역시 서구 둔산동 908,36.361399,127.392059
2647,한아름아파트,대전광역시 서구 월평동 222,36.363867,127.374875
2338,효성해링턴플레이스아파트,대전광역시 서구 관저동 1595,36.292977,127.340941
2337,한신아파트,대전광역시 서구 계룡로536번길 9 (괴정동_한신아파트),36.342021,127.382561
2260,대전시립연정국악원 주차장,대전광역시 서구 만년동 396,36.366711,127.389686
1919,파랑새 아파트,대전광역시 서구 둔산동 957,36.356392,127.375992
1916,엄사삼진 아파트,충청남도 계룡시 엄사면 번영3길 73-12,36.281601,127.239031
1914,삼성래미안 아파트2단지,대전광역시 서구 가장동 55,36.333942,127.386394
1913,삼성래미안 아파트1단지,대전광역시 서구 가장동 55,36.333393,127.384232
1912,무지개 아파트(서대전),대전광역시 서구 월평동 300,36.358527,127.376203
1539,큰마을 아파트,대전광역시 서구 갈마동 1418,36.345114,127.376451
1538,전원 아파트,대전광역시 서구 월평동 312,36.358848,127.365217
1534,상아 아파트,대전광역시 서구 만년동 1,36.370197,127.378621
1533,둔산플러스주상복합 아파트,대전광역시 서구 둔산동 1047,36.351341,127.374621
1531,도안아이파크 아파트,대전광역시 서구 도안동 1362,36.3229111,127.3465065
1530,도안베르디움 아파트,대전광역시 서구 원도안로 100 (도안동_도안 베르디움),36.312456,127.346983
1529,대우꿈나무 아파트,대전광역시 서구 둔산동 908-1,36.360285,127.391733
1525,갤러리빌4차,대전광역시 서구 둔산동 1141,36.345099,127.380292
1082,산호한양 아파트,대전광역시 서구 탄방동 계룡로571번길 65,36.344566,127.386551
866,도안18단지 린풀하우스 아파트,대전광역시 서구 가수원동 도안동로 77,36.309047,127.348232
626,수목토 아파트,대전광역시 서구 도안동 1364,36.320062,127.346238
448,대전 서구청 부설주차장,대전광역시 서구 둔산서로 100,36.354978,127.384369
446,대전광역시청 부설주차장,대전광역시 서구 둔산로 100,36.350731,127.386008
47,서대전지사,대전광역시 서구 변동중로 39,36.328561,127.372752
8098,서산지사(공용),충청남도 서산시 한마음16로 63,36.775126,126.45431
5633,서산전력지사,충청남도 서산시 성연면 오사리 1646,36.8292713,126.4448254
3002,동아더프라임아파트,충청남도 서산시 동문동 600,36.7899193,126.4550828
3000,서산한라비발디아파트,충청남도 서산시 동문동 1259,36.7828876,126.4658591
2845,서산 석림동 한성필하우스아파트,충청남도 서산시 석림동 590-1,36.7748467,126.4673665
2823,서산예천푸르지오아파트,충청남도 서산시 예천동 1270-1,36.7729154,126.446537
2788,서산읍내현대아파트,충청남도 서산시 읍내동 55,36.7756214,126.4459706
2305,산호옥마을아파트,충청남도 서산시 인지면 둔당리 307,36.7557393,126.4204811
1523,중앙하이츠빌 아파트,충청남도 서산시 석림동 416-1,36.7671955,126.4678129
151,서산지사,충청남도 서산시 한마음16로 63,36.775126,126.45431
5123,춘장대 해수욕장,충청남도 서천군 서면 도둔리 1-3,36.1631159,126.5272717
5056,서천국민체육센터,충청남도 서천군 마서면 남전리 762,36.0582647,126.6645827
5055,서천 어메니티복지마을,충청남도 서천군 종천면 종천리 34,36.1122867,126.6557357
5054,서천 치유의숲,충청남도 서천군 종천면 종천리 13-4,36.112272,126.6557358
4511,서천군청 주차장,충청남도 서천군 서천읍 군사리 356-10,36.0802512,126.6922632
4165,서천특화시장,충청남도 서천군 서천읍 군사리 686-4,36.0743692,126.6897557
4164,동백꽃 관광지,충청남도 서천군 서면 마량리 339-6,36.1330909,126.5008209
4163,홍원항,충청남도 서천군 서면 도둔리 1222-59,36.1562901,126.5001609
4069,농어촌공사 서천지사,충청남도 서천군 서천읍 사곡리 62-1,36.082695,126.699684
3506,서천지사,충청남도 서천군 장항읍 창선2리 236-1,36.013488,126.697541
48,서천지사(공용),충청남도 서천군 장항읍 창선2리 236-1,36.013488,126.697541
5850,아름동 공영주차타워,세종특별자치시 아름동 1352,36.5114035,127.2478548
5725,세종통합사옥 업무용 전기차 충전소2,세종특별자치시 소담동 568,36.4845161,127.3058451
5693,세종통합사옥 업무용 전기차 충전소,세종특별자치시 소담동 568,36.4848777,127.3059006
5638,세종통합사옥 공용 전기차 충전소,세종특별자치시 소담동 570,36.4845161,127.3058451
5637,세종통합사옥 공용(소담동 568),세종특별자치시 소담동 570,36.4853204,127.3049416
5223,조치원제2복합커뮤니티센터,세종특별자치시 조치원읍 신흥리 227-1,36.5951625,127.288304
5222,전의면119안전센터,세종특별자치시 전의면 서정리 148,36.6864176,127.1924539
5221,조치원소방서,세종특별자치시 조치원읍 침산리 40-2,36.6048129,127.2885538
5009,보건소신청사,세종특별자치시 조치원읍 신흥리 53-1,36.5960642,127.2925975
5008,세종시 청자장,세종특별자치시 조치원읍 상리 120-7,36.6022604,127.3012771
4577,세종호수공원제1주차장,세종특별자치시 연기면 세종리 1201,36.4917873,127.268907
4576,조치원주차타워,세종특별자치시 조치원읍 원리 12-11,36.6004012,127.297931
4575,보람동행정복지센터,세종특별자치시 보람동 631-4,36.4788999,127.2903766
4250,가온마을2단지,세종특별자치시 다정동 산 29,36.4951063,127.2423607
4074,고운동 복합커뮤니티센터(남측),세종특별자치시 고운동 1712,36.504542,127.2353075
3877,대평동 BRT전기버스 차고지,세종특별자치시 대평동 484-12,36.467974,127.2730367
3346,가재마을4단지,세종특별자치시 종촌동 도움3로 160,36.505395,127.24335
3332,첫마을2단지아파트,세종특별자치시 한솔동 노을1로 16,36.4810394,127.2604531
3281,호려울마을8,세종특별자치시 보람동 보람동로 14,36.47945,127.296308
3254,세종e편한세상,세종특별자치시 조치원읍 신안리 542,36.615581,127.286834
3253,범지기마을1단지아파트,세종특별자치시 아름동 1339,36.509576,127.242875
3212,도램마을13단지,세종특별자치시 도담동 632,36.516789,127.261966
3176,도램마을1단지아파트,세종특별자치시 도담동 845,36.510645,127.256778
3108,세종고용복지센터,세종특별자치시 조치원읍 터미널안길 60 (상리_세종고용복지플러스센터),36.601578,127.303447
3105,세종시청주차장,세종특별자치시 보람동 626-5,36.479641,127.287069
3065,도램마을18단지,세종특별자치시 도담동 636,36.514711,127.268074
3064,도램마을17단지,세종특별자치시 도담동 639,36.515766,127.264816
2979,도램15세종힐스테이트,세종특별자치시 도담동 859,36.513288,127.265501
2974,가재마을2단지아파트,세종특별자치시 종촌동 683,36.502992,127.244781
2905,세종더샵레이크파크아파트(한뜰마을3단지,세종특별자치시 어진동 613,36.505299,127.272673
2885,가재마을11단지,세종특별자치시 종촌동 654,36.503954,127.25223
2855,세종 새뜸마을 11단지(새롬동),세종특별자치시 새롬동 144,36.489719,127.254189
2846,가락마을4단지,세종특별자치시 고운동 1703,36.507277,127.236834
2840,범지기마을7단지아파트,세종특별자치시 아름동 1284,36.514515,127.24602
2806,새뜸마을3단지,세종특별자치시 새롬동 329,36.486162,127.246683
2802,도램마을16단지,세종특별자치시 도담동 639,36.513821,127.265621
2798,새뜸마을4단지,세종특별자치시 새롬동 373,36.48864,127.247235
2784,도램마을19단지,세종특별자치시 도담동 638,36.515817,127.266901
2780,가락마을20단지 호반베르디움아파트,세종특별자치시 고운동 1396,36.517115,127.240167
2695,가락마을3단지아파트,세종특별자치시 고운동 1708,36.506575,127.235929
2677,범지기8단지,세종특별자치시 아름동 1279,36.51392,127.249947
2658,새샘마을3단지아파트,세종특별자치시 소담동 333-10,36.484661,127.295578
2603,아름공영주차장,세종특별자치시 아름동 1352,36.511573,127.247795
2602,종촌공영주차장,세종특별자치시 종촌동 664,36.503891,127.249742
2525,2생활권 환승주차장2(B),세종특별자치시 나성동 778,36.4814314,127.2621495
2524,2생활권 환승주차장1(A),세종특별자치시 나성동 719,36.4810037,127.261276
2401,범지기 3단지,세종특별자치시 아름동 1297,36.517548,127.245281
2400,가락마을21단지,세종특별자치시 고운동 1390,36.517668,127.240615
1907,중흥S-클래스파크뷰가락마을15단지,세종특별자치시 고운동 1393,36.516921,127.236427
1906,욱일 아파트,세종특별자치시 조치원읍 침산리 89,36.602809,127.293256
1905,세종청정 아파트,세종특별자치시 연동면 명학리 255,36.529975,127.350913
1900,가락마을17단지,세종특별자치시 고운동 1386,36.517871,127.235775
1512,새샘마을9단지,세종특별자치시 소담동 325,36.488559,127.298958
1511,범지기마을10단지,세종특별자치시 아름동 1277,36.51674,127.250739
1510,가재마을3단지,세종특별자치시 종촌동 679,36.504987,127.243244
1509,가락마을9단지 아파트,세종특별자치시 고운동 1408,36.511089,127.229423
1076,조치원자이 아파트,세종특별자치시 조치원읍 죽림리 396,36.589198,127.288965
1074,가재마을9단지,세종특별자치시 종촌동 697,36.500598,127.253476
864,첫마을6단지,세종특별자치시 한솔동 974,36.475599,127.253035
863,첫마을3단지,세종특별자치시 한솔동 950,36.479601,127.260716
861,범지기마을12단지,세종특별자치시 아름동 1276,36.511953,127.251742
860,도램마을9단지,세종특별자치시 도담동 855,36.50984,127.263807
859,도램마을20단지,세종특별자치시 도담동 633,36.517034,127.263254
858,가재마을12단지,세종특별자치시 종촌동 652,36.50621,127.250687
857,가락마을22,세종특별자치시 고운동 1387,36.519406,127.239776
856,가락마을11단지,세종특별자치시 고운동 1409,36.51117,127.23001
855,가락마을10단지,세종특별자치시 고운동 1400,36.513885,127.229269
496,한뜰마을1단지,세종특별자치시 어진동 554,36.506949,127.266011
495,첫마을7단지,세종특별자치시 한솔동 978,36.473789,127.256165
494,범지기마을6단지,세종특별자치시 아름동 1357,36.510245,127.248815
493,범지기마을5단지,세종특별자치시 아름동 1353,36.510002,127.246642
492,도램마을5단지,세종특별자치시 도담동 627,36.51751,127.256506
491,가재마을10단지,세종특별자치시 종촌동 656,36.502807,127.252575
8099,아산지사(공용),충청남도 아산시 권곡동 541-1,36.787417,127.00747
4969,득산동 공영주차장 충전소,충청남도 아산시 득산동 389,36.7857396,126.9607358
4968,신정호주차타워 충전소,충청남도 아산시 방축동 410,36.7764497,126.9817663
4967,좌부동 공영주차장 충전소,충청남도 아산시 좌부동 74-1,36.7553447,127.032745
4966,방축동시민체육관 충전소,충청남도 아산시 방축동 22-5,36.77914,126.9849638
4964,제2테크노밸리 3공영주차장 충전소,충청남도 아산시 음봉면 신휴리 792,36.8995764,127.0648585
4963,영인산 3주차장 충전소,충청남도 아산시 영인면 아산리 산 56-1,36.8417392,126.9488709
4372,배방 제3공영주차장 충전소,충청남도 아산시 배방읍 공수리 1655,36.7753768,127.0561826
4242,둔포전통시장,충청남도 아산시 둔포면 둔포리 458-15,36.9301594,127.0374891
3794,아산경찰서 인재개발원,충청남도 아산시 무궁화로 111,36.740535,126.98714
3242,아산풍기이지더원1차,충청남도 아산시 풍기동 514,36.774084,127.016809
3164,아산밸리 이지더원6단지,충청남도 아산시 둔포면 석곡리 1793,36.9265124,127.0560398
3097,이순신종합운동장,충청남도 아산시 풍기동 366-1,36.7681761,127.0207255
3094,온양6동주민센터,충청남도 아산시 장존동 29-16,36.754773,127.019686
2975,더샵레이크시티3차아파트,충청남도 아산시 음봉면 동암리 714,36.843147,127.06605
2634,모종1차 한성필하우스 아파트,충청남도 아산시 모종동 617,36.785095,127.02083
2123,탕정농협 하나로마트,충청남도 아산시 탕정면 호산리 524-2,36.807935,127.073882
2122,아산원예농협 하나로마트,충청남도 아산시 방축동 101-4,36.784245,126.986707
1506,아산장재마을휴먼시아,충청남도 아산시 배방읍 장재리 1844,36.787336,127.111165
1072,용연마을휴먼시아2단지 아파트,충청남도 아산시 배방읍 장재리 1204,36.7935503,127.0915808
1071,와이시티 아파트,충청남도 아산시 배방읍 장재리 1767번지,36.797174,127.108421
308,아산지사,충청남도 아산시 권곡동 541-1,36.787417,127.00747
8100,예산지사(공용),충청남도 예산군 예산읍 산성리 87-6,36.6886787,126.8433622
5045,내포신도시 주차장-3,충청남도 예산군 삽교읍 목리 1941,36.6706537,126.6863136
5042,추모공원,충청남도 예산군 응봉면 평촌리 346-1,36.6402062,126.7746937
5041,예당관광지,충청남도 예산군 응봉면 후사리 123,36.6378368,126.7988571
5001,테크노파크 자동차센터,충청남도 예산군 예산읍 신례원리 433,36.7177107,126.8460438
4536,신양면사무소 충전소,충청남도 예산군 신양면 신양리 362-2,36.6013152,126.8677407
4535,산성리 역전시장 충전소,충청남도 예산군 예산읍 산성리 358-2,36.6878787,126.829068
4534,수철리 공영 충전소,충청남도 예산군 예산읍 수철리 445-1,36.7091312,126.8740537
3701,내포이지더원,충청남도 예산군 삽교읍 목리 894-1,36.663043,126.6706161
310,예산지사,충청남도 예산군 예산읍 산성리 87-6,36.6886787,126.8433622
8101,천안전력지사(공용),충청남도 천안시 동남구 구성동 267-1,36.7917457,127.1666482
5810,천안시 맑은물 사업본부,충청남도 천안시 동남구 신방동 719,36.7844853,127.1207505
5048,수신면 행정복지센터,충청남도 천안시 동남구 수신면 속창리 126-2,36.7308263,127.2812188
5046,독립기념관 충전소,충청남도 천안시 동남구 목천읍 남화리 230-1,36.7799524,127.2324583
4789,천안전력지사,충청남도 천안시 동남구 구성동 267-1,36.7917457,127.1666482
4449,직산읍 행정복지센터,충청남도 천안시 서북구 직산읍 삼은리 76-189,36.8787354,127.1505067
4448,북부스포츠센터,충청남도 천안시 서북구 성환읍 매주리 393-10,36.899686,127.1321949
4447,한국농어촌공사 천안,충청남도 천안시 동남구 원성동 470-5,36.8082751,127.1589432
4388,천안시 중앙시장 북측주차장,충청남도 천안시 동남구 오룡동 189-1,36.8041768,127.1494938
4387,천안시 차량등록사업소,충청남도 천안시 동남구 삼룡동 320-8,36.783955,127.1654662
4386,천안시 태학산 자연휴양림,충청남도 천안시 동남구 풍세면 삼태리 399-1,36.7280859,127.0923622
4385,천안시 광덕면 행정복지센터,충청남도 천안시 동남구 광덕면 신흥리 296-1,36.6986186,127.1111865
4384,천안 광덕산 광덕쉼터,충청남도 천안시 동남구 광덕면 광덕리 403-9,36.6736636,127.0532226
4383,천안시 농수산물도매시장 관리사업소,충청남도 천안시 서북구 신당동 488-1,36.8608713,127.1501024
4361,천안시 심야전기버스 충전소(차암동),충청남도 천안시 서북구 차암동 430,36.84013,127.1047312
3635,한화꿈에그린스마일시티아파트,충청남도 천안시 서북구 차암동 448,36.8415664,127.1016593
3507,천안지사,충청남도 천안시 서북구 동서대로 77,36.82658,127.131419
2941,불당이안아파트,충청남도 천안시 서북구 불당동 1503,36.819631,127.103061
1503,용곡1차세광엔리치타워 아파트,충청남도 천안시 동남구 용곡동 571,36.780111,127.140005
1502,신도브래뉴2차 아파트,충청남도 천안시 동남구 목천읍 신계리 166-36,36.7769413,127.2102447
1070,해피드림3차,충청남도 천안시 서북구 두정동 1417,36.8303156,127.1436137
1069,불당마을동일하이빌 아파트,충청남도 천안시 서북구 불당동 750,36.8081696,127.113103
619,펜타포트3블럭,충청남도 천안시 서북구 불당동 1289,36.7982883,127.1013753
618,청당마을신도브래뉴 아파트,충청남도 천안시 동남구 청당동 436,36.778692,127.141572
616,대동다숲 아파트,충청남도 천안시 서북구 불당동 820,36.805763,127.1115304
497,펜타포트1블럭,충청남도 천안시 서북구 불당동 1292,36.7998313,127.1010518
50,천안지사(공용),충청남도 천안시 서북구 동서대로 77,36.82658,127.131419
5044,군포시청소년수련원 전기차 충전소,충청남도 청양군 화성면 산정리 570,36.4036597,126.7125038
5043,한전 청양지사 사옥 충전소,충청남도 청양군 청양읍 벽천리 270-11,36.4447356,126.7986889
4360,한국전력 전기차충전소 목면사무소,충청남도 청양군 목면 안심리 585-7,36.4188773,127.0041813
4359,한국전력 전기차충전소 화성면사무소,충청남도 청양군 화성면 산정리 130-5,36.4274391,126.7171248
3702,애경사원아파트,충청남도 청양군 정산면 서정리 293-9,36.3982559,126.9422914
3550,한국전력공사 청양지사,충청남도 청양군 청양읍 벽천리 270-11,36.444877,126.798771
8102,태안지사(공용),충청남도 태안군 태안읍 남문리 692-5,36.747537,126.298746
5077,태안화력주차장,충청남도 태안군 원북면 방갈리 831,36.9035149,126.2310583
5076,태안보건의료원,충청남도 태안군 태안읍 평천리 698-6,36.7521784,126.3227689
5074,남문공용주차장II,충청남도 태안군 태안읍 남문리 156-3,36.7520814,126.2967198
3376,태안 서부전통시장,충청남도 태안군 태안읍 남문리 156-3,36.7521065,126.2967237
3102,근흥면사무소,충청남도 태안군 근흥면 용신리 453-2,36.713501,126.228399
2601,태안읍사무소 부설주차장,충청남도 태안군 태안읍 남문리 300-6,36.758208,126.296505
2526,만리포 보건진료소 부설주차장,충청남도 태안군 소원면 모항리 1393,36.782634,126.143817
2126,태안군청 부설주차장,충청남도 태안군 태안읍 남문리 90,36.744877,126.298886
1524,태안평천휴먼시아,충청남도 태안군 태안읍 동문리 59-1,36.750436,126.310383
865,진흥w-parkd 아파트,충청남도 태안군 태안읍 남문리 90-10,36.745969,126.297007
311,태안지사,충청남도 태안군 태안읍 남문리 692-5,36.747537,126.298746
8103,홍성지사(공용),충청남도 홍성군 홍성읍 충서로 1417-6,36.602349,126.652261
6959,충청남도보건환경연구원,충남 홍성군 홍북읍 신경리 890,36.6531456,126.667605
4965,남장리 공영주차장,충청남도 홍성군 홍성읍 남장리 94-1,36.5935683,126.6655522
4558,홍주성 옆 공영주차장,충청남도 홍성군 홍성읍 오관리 434-2,36.5998798,126.6628036
4233,광천전통시장,충청남도 홍성군 광천읍 광천리 200-16,36.5011218,126.6248032
4232,장곡면 행정복지센터,충청남도 홍성군 장곡면 도산리 489-1,36.5049492,126.6913229
3799,충청남도 교육청,충청남도 홍성군 홍북읍 신경리 544,36.6578978,126.67757
3046,대교공원 주차장,충청남도 홍성군 홍성읍 대교리 410-2,36.6046415,126.6641157
2530,구항면사무소 부설주차장,충청남도 홍성군 구항면 오봉리 735-1,36.5877447,126.6108473
2529,금마면사무소 부설주차장,충청남도 홍성군 금마면 부평리 438-5,36.611808,126.73229
2528,홍성읍사무소 부설주차장,충청남도 홍성군 홍성읍 오관리 474-7,36.596892,126.663076
1897,홍성효성해링턴플레이스,충청남도 홍성군 홍북읍 신경리 1169,36.651137,126.674854
1896,내포극동스타클래센트럴 아파트,충청남도 홍성군 홍북읍 신경리 928,36.653179,126.673407
1066,내포롯데캐슬,충청남도 홍성군 홍북읍 신경리 1168 내포신도시 롯데캐슬,36.652125,126.672624
312,홍성지사,충남 홍성군 홍성읍 월산리 852,36.6024781,126.6523497
5717,전력연구원 소내,대전광역시 유성구 문지동 103-16,36.391973,127.387964
5546,구즉동 행정복지센터,대전광역시 유성구 봉산동 294,36.4405872,127.3837022
5228,한국수자원공사 인재개발원,대전광역시 유성구 전민동 462-1,36.4056348,127.3973652
5227,한국수자원공사 대청공원,대전광역시 대덕구 미호동 57-4,36.4723782,127.4750359
5226,대전지방기상청,대전광역시 유성구 대학로 383 (구성동_대전지방기상청),36.3721328,127.3714548
5225,대전복용승마장,대전광역시 유성구 덕명동 산 10-2,36.3504632,127.3057739
5224,한국가스기술공사 본사,대전광역시 유성구 봉산동 839,36.4354854,127.3896311
5075,한국수자원공사,대전광역시 대덕구 신탄진로 200 (연축동_한국수자원공사),36.3975711,127.4234264
5073,법동생활체육공영주차장,대전광역시 대덕구 법동 439-1,36.374387,127.4282876
5072,카이스트 문지캠퍼스,대전광역시 유성구 문지동 103-6,36.3935004,127.4004537
5071,전민평생학습센터,대전광역시 유성구 엑스포로 438 (문지동_전민평생학습센터),36.3951097,127.4052523
5038,한국항공우주연구원,대전광역시 유성구 어은동 45,36.3753597,127.3560372
5037,카이스트,대전광역시 유성구 어은동 44,36.3745425,127.3603336
5036,구암평생학습센터,대전광역시 유성구 구암동 621-7,36.3493916,127.3300025
5035,원신흥도서관,대전광역시 유성구 원신흥동 560,36.3375704,127.337293
5034,노은도서관,대전광역시 유성구 지족동 871-6,36.3819266,127.3207838
5033,노은3동 행정복지센터,대전광역시 유성구 지족동 1024-2,36.3868157,127.3078709
4546,한국전자통신연구원,대전광역시 유성구 가정동 161,36.383049,127.3665235
4543,송촌공영주차장,대전광역시 대덕구 송촌동 478-2,36.3635403,127.4404228
4540,송촌주민센터 공영주차장,대전광역시 대덕구 송촌동 460-2,36.3664676,127.4389355
4116,대전경제통상진흥원,대전광역시 유성구 장동 23-14,36.3924704,127.360277
3798,전력연구원,대전광역시 유성구 문지로 105,36.390466,127.389728
3797,한국천문연구원,대전광역시 유성구 대덕대로 776,36.399511,127.374336
3796,행안부 국가정보자원관리원,대전광역시 유성구 화암동 62-1,36.3978283,127.3733355
